18,Everglades National Park,2006,January,90074,4614,0,1684,3364,0,2330,234,7612
18,Everglades,2006,February,112603,3879,0,2030,5474,0,2740,159,10403
18,Everglades,2006,March,115621,4527,0,2069,2830,0,921,561,6381
18,Everglades,2006,April,90708,3588,0,1119,1293,0,563,124,3099
18,Everglades,2006,May,55507,2913,0,222,188,0,259,0,669
18,Everglades,2006,June,49018,2822,0,37,17,0,104,0,158
18,Everglades,2006,July,54757,2772,0,37,18,0,52,0,107
18,Everglades,2006,August,81053,2793,0,13,12,0,49,0,74
18,Everglades,2006,September,74328,2753,0,37,2,0,127,0,166
18,Everglades,2006,October,87878,2670,0,169,40,0,301,0,510
18,Everglades,2006,November,62638,3329,0,440,324,0,736,0,1500
18,Everglades,2006,December,79837,3267,0,2424,1512,0,1428,198,5562
18,Everglades,2007,January,100546,3168,0,4651,4451,0,1317,593,11012
18,Everglades,2007,February,102862,3722,0,5835,5779,0,2795,357,14766
18,Everglades,2007,March,241397,3993,0,3702,3181,0,4425,1020,12328
18,Everglades,2007,April,101656,3660,0,654,578,0,732,28,1992
18,Everglades,2007,May,60350,3386,0,212,93,0,324,0,629
18,Everglades,2007,June,48303,2961,0,50,20,0,101,0,171
18,Everglades,2007,July,53336,2934,0,38,5,0,88,0,131
18,Everglades,2007,August,49587,3069,0,92,5,0,86,0,183
18,Everglades,2007,September,79819,2724,0,15,6,0,38,0,59
18,Everglades,2007,October,81573,3138,0,34,21,0,61,2,118
18,Everglades,2007,November,74858,3627,0,274,91,0,649,3,1017
18,Everglades,2007,December,80477,3800,0,1212,743,0,1459,184,3598
18,Everglades,2008,January,87123,3087,0,3658,5654,0,3520,371,13203
18,Everglades,2008,February,111172,536,0,3942,6168,0,3774,371,14255
18,Everglades,2008,March,104390,480,0,3879,3473,0,3712,921,11985
18,Everglades,2008,April,82543,245,0,860,1410,0,1429,182,3881
18,Everglades,2008,May,60147,224,0,134,113,0,506,9,762
18,Everglades,2008,June,50393,138,0,5,13,0,91,0,109
18,Everglades,2008,July,54174,177,0,10,8,0,158,0,176
18,Everglades,2008,August,44632,113,0,11,6,0,15,0,32
18,Everglades,2008,September,27457,93,0,16,8,0,36,0,60
18,Everglades,2008,October,43760,129,0,31,17,0,140,0,188
18,Everglades,2008,November,70884,125,0,414,461,0,587,4,1466
18,Everglades,2008,December,85443,174,0,1824,1123,0,3122,6,6075
18,Everglades,2009,January,104251,179,0,2161,3375,0,2667,48,8251
18,Everglades,2009,February,107537,230,0,2433,3901,0,1458,25,7817
18,Everglades,2009,March,115054,507,0,2097,1901,0,1825,87,5910
18,Everglades,2009,April,93031,306,0,241,197,0,1636,3,2077
18,Everglades,2009,May,64156,302,0,89,38,0,469,0,596
18,Everglades,2009,June,48696,228,0,17,19,0,181,0,217
18,Everglades,2009,July,55364,243,0,16,8,0,35,0,59
18,Everglades,2009,August,51957,249,0,16,6,0,91,0,113
18,Everglades,2009,September,44519,300,0,49,2,0,45,0,96
18,Everglades,2009,October,54642,176,0,122,56,0,310,0,488
18,Everglades,2009,November,69927,225,0,532,275,0,927,3,1737
18,Everglades,2009,December,91748,333,0,1533,916,0,3418,21,5888
18,Everglades,2010,January,104491,353,0,2270,3203,0,1102,32,6607
18,Everglades,2010,February,112674,350,0,2107,4110,0,2335,62,8614
18,Everglades,2010,March,137350,1010,0,2052,1991,0,3593,111,7747
18,Everglades,2010,April,91638,309,0,224,331,0,1334,6,1895
18,Everglades,2010,May,67704,507,0,248,90,0,549,2,889
18,Everglades,2010,June,46388,231,0,25,20,0,158,0,203
18,Everglades,2010,July,55954,161,0,23,27,0,73,0,123
18,Everglades,2010,August,52731,209,0,8,25,0,58,0,91
18,Everglades,2010,September,52433,209,0,17,14,0,103,0,134
18,Everglades,2010,October,64447,341,0,89,70,0,737,0,896
18,Everglades,2010,November,48242,377,0,365,249,0,0,6,620
18,Everglades,2010,December,81486,461,0,1328,977,0,2949,37,5291
18,Everglades,2011,January,108115,629,0,1896,2970,0,3368,88,8322
18,Everglades,2011,February,121341,789,0,1942,4135,0,2836,50,8963
18,Everglades,2011,March,131176,884,0,1927,1925,0,3186,93,7131
18,Everglades,2011,April,92257,771,0,67,69,0,1039,1,1176
18,Everglades,2011,May,55073,341,0,24,13,0,0,0,37
18,Everglades,2011,June,52165,195,0,14,28,0,68,0,110
18,Everglades,2011,July,56712,195,0,6,23,0,52,0,81
18,Everglades,2011,August,52814,141,0,7,9,0,16,0,32
18,Everglades,2011,September,42787,102,0,10,49,0,124,0,183
18,Everglades,2011,October,54443,191,0,62,57,0,340,0,459
18,Everglades,2011,November,76578,182,0,505,348,0,517,8,1378
18,Everglades,2011,December,90890,267,0,581,405,0,0,10,996
18,Everglades,2012,January,128689,238,0,2142,3345,0,1652,97,7236
18,Everglades,2012,February,133777,256,0,1864,3813,0,1393,73,7143
18,Everglades,2012,March,132603,0,0,1743,1728,0,1463,186,5120
18,Everglades,2012,April,99501,266,0,442,372,0,527,4,1345
18,Everglades,2012,May,73188,150,0,230,119,0,492,0,841
18,Everglades,2012,June,55627,144,0,21,17,0,28,0,66
18,Everglades,2012,July,65022,276,0,29,9,0,48,0,86
18,Everglades,2012,August,73081,74,0,9,23,0,33,42,107
18,Everglades,2012,September,49588,150,0,12,29,0,71,0,112
18,Everglades,2012,October,84150,267,0,91,217,0,375,1,684
18,Everglades,2012,November,100040,274,0,773,994,0,1223,15,3005
18,Everglades,2012,December,146640,178,0,1562,1755,0,1151,53,4521
18,Everglades,2013,January,142377,216,0,2269,2741,0,1547,84,6641
18,Everglades,2013,February,132732,358,0,2258,3439,0,1188,55,6940
18,Everglades,2013,March,144436,340,0,2282,2112,0,1496,96,5986
18,Everglades,2013,April,91347,172,0,117,268,0,387,0,772
18,Everglades,2013,May,73300,106,0,156,62,0,344,0,562
18,Everglades,2013,June,59024,84,0,80,17,0,72,0,169
18,Everglades,2013,July,61541,57,0,71,26,0,19,0,116
18,Everglades,2013,August,60541,70,0,21,18,0,67,0,106
18,Everglades,2013,September,50742,62,0,25,7,0,67,0,99
18,Everglades,2013,October,38034,46,0,54,16,0,116,0,186
18,Everglades,2013,November,80206,180,0,344,339,0,933,3,1619
18,Everglades,2013,December,112836,312,0,1453,954,0,201,20,2628
18,Everglades,2014,January,127802,256,0,2466,3026,0,190,59,5741
18,Everglades,2014,February,132334,291,0,2199,3448,0,1619,46,7312
18,Everglades,2014,March,167972,351,0,2098,2644,0,1655,51,6448
18,Everglades,2014,April,97458,148,0,370,390,0,490,4,1254
18,Everglades,2014,May,62634,98,0,113,24,0,252,0,389
18,Everglades,2014,June,58372,84,0,56,140,0,52,0,248
18,Everglades,2014,July,64324,112,0,24,13,0,64,0,101
18,Everglades,2014,August,73839,242,0,20,8,0,64,0,92
18,Everglades,2014,September,60866,228,0,39,30,0,66,0,135
18,Everglades,2014,October,68964,172,0,68,45,0,293,0,406
18,Everglades,2014,November,68965,146,0,691,322,0,0,5,1018
18,Everglades,2014,December,127371,214,0,1840,1393,0,1130,8,4371
18,Everglades,2015,January,142660,243,0,2957,3079,0,3890,49,9975
18,Everglades,2015,February,145148,208,0,3080,3633,0,2663,25,9401
18,Everglades,2015,March,149383,218,0,2525,1989,0,3103,23,7640
18,Everglades,2015,April,108982,118,0,465,351,0,342,4,1162
18,Everglades,2015,May,70711,62,0,71,100,0,184,0,355
18,Everglades,2015,June,61840,52,0,30,25,0,108,0,163
18,Everglades,2015,July,72567,54,0,25,16,0,115,0,156
18,Everglades,2015,August,67529,70,0,13,33,0,82,0,128
18,Everglades,2015,September,32717,33,0,12,3,0,246,0,261
18,Everglades,2015,October,62000,38,0,26,15,0,310,0,351
18,Everglades,2015,November,84937,126,0,272,283,0,1445,0,2000
18,Everglades,2015,December,78953,226,0,1159,977,0,3473,7,5616
